concept_id,concept,cluster_id,branch_name,reconstructed_proto_form,ipa_form,confidence_score,articulatory_notes,primary_proto_attestations,daughter_attestations
292,many,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kɨnmaʔ-pɨn ~ kɨnmaʔ-pɪn,kɨnmaʔ-pɨn ~ kɨnmaʔ-pɪn,0.98,"Reconstructed stem *kɨnmaʔ-pɨn ~ kɨnmaʔ-pɪn with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kɨnmaʔ-pɨn ~ *kɨnmaʔ-pɪn,Proto-Cahuapanan: *kɨnmaʔ-pɨn ~ *kɨnmaʔ-pɪn; Are'are (Ma'asupa): hitoʔo; Ali [kapp1237]: mɐlemɐleŋ; Arop [arop1242]: tɐrtɐr; Gitua [gitu1237]: sɐgewɐ
293,meat,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kaʔ- / kap-,kaʔ- / kap-,0.98,"Reconstructed stem *kaʔ- / kap- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kaʔ- / *kap-; Proto-Jabuti: *nĩ,Proto-Cahuapanan: *kaʔ- / *kap-; Proto-Jabuti: *nĩ; Are'are (Ma'asupa): manitana; Ali [kapp1237]: krie; Babuza Ts82 [babu1240]: boɐ
294,mountain,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*mutupɪ,mutupɪ,0.98,"Reconstructed stem *mutupɪ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *mutupɪ; Proto-Jabuti: *ʔi- #,Proto-Cahuapanan: *mutupɪ; Proto-Jabuti: *ʔi- #; Are'are (Ma'asupa): ire; Akei (Penantsiro) [akei1237]: pɐtibuti; pɐtebuti; Ali [kapp1237]: sɐul
295,mouth,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*laʔ-laʔ ~ lan-lan / lan-lam-,laʔ-laʔ ~ lan-lan / lan-lam-,0.98,"Reconstructed stem *laʔ-laʔ ~ lan-lan / lan-lam- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *laʔ-laʔ ~ *lan-lan / *lan-lam-; Proto-Jabuti: *ᶚa-kɔ,Proto-Cahuapanan: *laʔ-laʔ ~ *lan-lan / *lan-lam-; Proto-Jabuti: *ᶚa-kɔ; Are'are (Ma'asupa): wawa-na; Ali [kapp1237]: pəri; tʲepi; Babuza Ts82 [babu1240]: rɐnied; sɐbbɐtʃɐ
296,neck,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*uŋki,uŋki,0.98,"Reconstructed stem *uŋki with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *uŋki; Proto-Jabuti: *kɔpɔ,Proto-Cahuapanan: *uŋki; Proto-Jabuti: *kɔpɔ; Are'are (Ma'asupa): rua-na; Ali [kapp1237]: ɐur; Babuza Ts82 [babu1240]: ri; bokkir
297,nose,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*ni-tɨʔ,ni-tɨʔ,0.98,"Reconstructed stem *ni-tɨʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *ni-tɨʔ; Proto-Jabuti: *nĩ=nĩ,Proto-Cahuapanan: *ni-tɨʔ; Proto-Jabuti: *nĩ=nĩ; Are'are (Ma'asupa): pano-na; 'Auhelawa [auhe1237]: ɐbusu; 'Oyaoya [oyao1237]: isu
298,not,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kuʔ,kuʔ,0.98,"Reconstructed stem *kuʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kuʔ; Proto-Jabuti: *tɐ,Proto-Cahuapanan: *kuʔ; Proto-Jabuti: *tɐ; Ali [kapp1237]: kɐp; Arop [arop1242]: elin; Gimán [gane1237]: tes
299,person,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kɨnmaʔ,kɨnmaʔ,0.98,"Reconstructed stem *kɨnmaʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kɨnmaʔ,Proto-Cahuapanan: *kɨnmaʔ; Are'are (Ma'asupa): i=noni; 'Auhelawa [auhe1237]: tomowɐ; 'Oyaoya [oyao1237]: lɐwɐ; Agutyanen [agut1237]: tɐw
300,road,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*wɪ,wɪ,0.98,"Reconstructed stem *wɪ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *wɪ,Proto-Jabuti: *wɪ; Are'are (Ma'asupa): tara; 'Auhelawa [auhe1237]: ʔɐmwɐhɐ; 'Oyaoya [oyao1237]: edɐ; Agutyanen [agut1237]: dɐlɐn
301,root,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*ɪ-tɨʔ,ɪ-tɨʔ,0.98,"Reconstructed stem *ɪ-tɨʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *ɪ-tɨʔ; Proto-Jabuti: *ᶚaɾi,Proto-Cahuapanan: *ɪ-tɨʔ; Proto-Jabuti: *ᶚaɾi; Are'are (Ma'asupa): ʔiʔimi-na; Ali [kapp1237]: wuŋ; Babuza Ts82 [babu1240]: bossor
302,round,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*ka,ka,0.98,"Reconstructed stem *ka with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *ka,Proto-Jabuti: *ka; Arop [arop1242]: peʔek; Gitua [gitu1237]: kokopɐriŋɐ; Malalamai [mala1489]: tɐlik; Malasanga [mala1487]: botuno; potuno
303,sand,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*yi-luʔ-tɨʔ,yi-luʔ-tɨʔ,0.98,"Reconstructed stem *yi-luʔ-tɨʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *yi-luʔ-tɨʔ,Proto-Cahuapanan: *yi-luʔ-tɨʔ; Are'are (Ma'asupa): oːne; Ali [kapp1237]: tɐtɐŋ; Arop [arop1242]: lɐmɐs; Babuza Ts82 [babu1240]: bonnɐd
304,say,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*t-,t-,0.98,"Reconstructed stem *t- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *t-; Proto-Jabuti: *panbɔ ~ *pamũ,Proto-Cahuapanan: *t-; Proto-Jabuti: *panbɔ ~ *pamũ; Are'are (Ma'asupa): unua; Ali [kapp1237]: pɐlɐliŋ; pɐl; Arop [arop1242]: es
305,seed,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*laya,laya,0.98,"Reconstructed stem *laya with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *laya; Proto-Jabuti: *c̢ɐ,Proto-Cahuapanan: *laya; Proto-Jabuti: *c̢ɐ; Are'are (Ma'asupa): ʔuʔu-na; Gitua [gitu1237]: puɐ; Malalamai [mala1489]: jei pɐu
306,skin,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kʷa,kʷa,0.98,"Reconstructed stem *kʷa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kʷa; Proto-Jabuti: *kə,Proto-Cahuapanan: *kʷa; Proto-Jabuti: *kə; Are'are (Ma'asupa): hinasuna; 'Auhelawa [auhe1237]: ʔwɐpi; 'Oyaoya [oyao1237]: oɐpidɐ
307,sleep,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*wɪ...,wɪ...,0.98,"Reconstructed stem *wɪ... with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *wɪ...; Proto-Jabuti: *nũtɐ,Proto-Cahuapanan: *wɪ...; Proto-Jabuti: *nũtɐ; Are'are (Ma'asupa): maʔahu; Ali [kapp1237]: imɐwɐŋ; mɐwɐŋ; Arop [arop1242]: moɲ
308,small,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*yami,yami,0.98,"Reconstructed stem *yami with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *yami; Proto-Jabuti: *nbɘy,Proto-Cahuapanan: *yami; Proto-Jabuti: *nbɘy; Are'are (Ma'asupa): maimai; Ali [kapp1237]: lɐʔɐiŋ; lɐeiŋ; Arop [arop1242]: ɐntonton
309,smoke,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*tasu,tasu,0.88,"Reconstructed stem *tasu with initial labial/dental stop, open vowel, and preserved root structure.",Are'are (Ma'asupa): tasu,Are'are (Ma'asupa): tasu; Ali [kapp1237]: ɐsuəŋ; kohuŋ; Arop [arop1242]: teɲɐroɲ; Babuza Ts82 [babu1240]: tʃɐtto; Gimán [gane1237]: njɐs
310,snake,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*yaʔwan,yaʔwan,0.93,"Reconstructed stem *yaʔwan with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *yaʔwan; Proto-Jabuti: *mɾɐy,Proto-Cahuapanan: *yaʔwan; Proto-Jabuti: *mɾɐy; Are'are (Ma'asupa): waː
311,swim,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*ɪyun-,ɪyun-,0.98,"Reconstructed stem *ɪyun- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *(ɪ)yun-; Proto-Jabuti: *ʔi- #,Proto-Cahuapanan: *(ɪ)yun-; Proto-Jabuti: *ʔi- #; Are'are (Ma'asupa): oːroha; Ali [kapp1237]: mom; Babuza Ts82 [babu1240]: summɐso
312,tail,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kʷa,kʷa,0.98,"Reconstructed stem *kʷa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔo,Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔo; Are'are (Ma'asupa): kukuʔi-na; Ali [kapp1237]: ɲiʔu; ɲeu; Babuza Ts82 [babu1240]: kier
313,that,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*...na,...na,0.98,"Reconstructed stem *...na with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *...na; Proto-Jabuti: *nbu-,Proto-Cahuapanan: *...na; Proto-Jabuti: *nbu-; Ali [kapp1237]: oŋ; Arop [arop1242]: ono; Gimán [gane1237]: tɐdʒiɐ; tɐdʒɐ
314,this,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*...suʔ,...suʔ,0.98,"Reconstructed stem *...suʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *...suʔ; Proto-Jabuti: *ʔi- #,Proto-Cahuapanan: *...suʔ; Proto-Jabuti: *ʔi- #; Are'are (Ma'asupa): ʔeto; Ali [kapp1237]: kɐ; Arop [arop1242]: ene
315,walk / go,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*paʔ- / pak-,paʔ- / pak-,0.98,"Reconstructed stem *paʔ- / pak- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *paʔ- / *pak-,Proto-Cahuapanan: *paʔ- / *pak-; Are'are (Ma'asupa): ra ~ rae; Babuza Ts82 [babu1240]: moɐs; Gimán [gane1237]: hɐn; Gitua [gitu1237]: lɐgo
316,warm / hot,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*čə,čə,0.98,"Reconstructed stem *čə with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *čə,Proto-Jabuti: *čə; Are'are (Ma'asupa): raraka; Ali [kapp1237]: ləpliək; liplip; Babuza Ts82 [babu1240]: tɐdɐtʃ; Gimán [gane1237]: psɐn
317,woman,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kɨnmaʔ-pɨn ~ kɨnmaʔ-pɪn,kɨnmaʔ-pɨn ~ kɨnmaʔ-pɪn,0.98,"Reconstructed stem *kɨnmaʔ-pɨn ~ kɨnmaʔ-pɪn with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kɨnmaʔ-pɨn ~ *kɨnmaʔ-pɪn; Proto-Jabuti: *pako,Proto-Cahuapanan: *kɨnmaʔ-pɨn ~ *kɨnmaʔ-pɪn; Proto-Jabuti: *pako; Are'are (Ma'asupa): keːni; Ali [kapp1237]: tɐmiŋ; Arop [arop1242]: temiɲ
318,yellow,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*šaʔpɪʔ,šaʔpɪʔ,0.98,"Reconstructed stem *šaʔpɪʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *šaʔpɪʔ,Proto-Cahuapanan: *šaʔpɪʔ; Are'are (Ma'asupa): saʔisaʔi-ra; Babuza Ts82 [babu1240]: mkɐtʃ; Gimán [gane1237]: mɐdimɐl; Gitua [gitu1237]: pɐintɐi
319,far,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*ririʔi,ririʔi,0.81,"Reconstructed stem *ririʔi with initial labial/dental stop, open vowel, and preserved root structure.",Are'are (Ma'asupa): ririʔi,Are'are (Ma'asupa): ririʔi
320,heavy,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kom ~ kum,kom ~ kum,0.92,"Reconstructed stem *kom ~ kum with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *kom ~ *kum,Proto-Jabuti: *kom ~ *kum; Are'are (Ma'asupa): hiʔa-raʔi
321,near,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*wɨ,wɨ,0.93,"Reconstructed stem *wɨ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *wɨ; Proto-Jabuti: *ɾɛɾi,Proto-Cahuapanan: *wɨ; Proto-Jabuti: *ɾɛɾi; Are'are (Ma'asupa): karaʔini
322,salt,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*yamuɾa,yamuɾa,0.92,"Reconstructed stem *yamuɾa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *yamuɾa; Proto-Jabuti: *kukə-nĩ,Proto-Cahuapanan: *yamuɾa; Proto-Jabuti: *kukə-nĩ
323,short,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*pa-tə,pa-tə,0.92,"Reconstructed stem *pa-tə with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *pa-tə,Proto-Jabuti: *pa-tə; Are'are (Ma'asupa): koʔokoʔo-su
324,thin,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*sɪmɨ-,sɪmɨ-,0.93,"Reconstructed stem *sɪmɨ- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *sɪmɨ- #; Proto-Jabuti: *kəbi-tə,Proto-Cahuapanan: *sɪmɨ- #; Proto-Jabuti: *kəbi-tə; Are'are (Ma'asupa): marau
325,wind,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kʷa,kʷa,0.93,"Reconstructed stem *kʷa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔi- #,Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔi- #; Are'are (Ma'asupa): iru
326,worm,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kuwiʔ,kuwiʔ,0.91,"Reconstructed stem *kuwiʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kuwiʔ,Proto-Cahuapanan: *kuwiʔ
327,year,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*wɨ,wɨ,0.93,"Reconstructed stem *wɨ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *wɨ; Proto-Jabuti: *nĩ=pɨ,Proto-Cahuapanan: *wɨ; Proto-Jabuti: *nĩ=pɨ; Are'are (Ma'asupa): harisi
